
id,name,wikilink,counter,lang,botanist
1889,Neoregelia,http://en.wikipedia.org/wiki/Neoregelia,11,en,
1890,"Sambucus nigra 'Eva', Black elder",http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c596,6,en,
1891,"Chorispora tenella, blue mustard",http://www.easterncoloradowildflowers.com/Chorispora_tenella.htm,1,en,
1892,"Eupatorium, boneset",http://en.wikipedia.org/wiki/Eupatorium,13,en,
1893,"Cotinus, Smoketree ",http://en.wikipedia.org/wiki/Cotinus,7,en,
1894,Chrysanthemum coronarium ,http://en.wikipedia.org/wiki/Chrysanthemum_coronarium,9,en,
1895,"Heracleum mantegazzianum, Giant hogweed",http://en.wikipedia.org/wiki/Heracleum_mantegazzianum,7,en,
1896,"Trifolium pratense, red clover",http://en.wikipedia.org/wiki/Trifolium_pratense,34,en,
1897,"Diospyros, Ebony tree, persimmon tree",http://en.wikipedia.org/wiki/Diospyros,7,en,
1898,"Hatiora, Easter Cactus",http://www.guide-to-houseplants.com/easter-cactus.html,1,en,
1899,"Tripleurospermum inodorum, Scentless mayweed",http://en.wikipedia.org/wiki/Tripleurospermum_inodorum,6,en,
1901,"Pachysandra terminalis, Japanese spurge",http://en.wikipedia.org/wiki/Pachysandra_terminalis,13,en,
1902,"Ceratonia siliqua, Carob tree, St John's-bread",http://en.wikipedia.org/wiki/Ceratonia_siliqua,6,en,
1903,Jasminum,http://en.wikipedia.org/wiki/Jasmine,6,en,
1904,Veronica hederifolia,http://en.wikipedia.org/wiki/Veronica_hederifolia,2,en,
1905,Justicia carnea,http://en.wikipedia.org/wiki/Justicia_carnea,14,en,
1906,"Barbarea vulgaris, Yellow rocket",http://en.wikipedia.org/wiki/Barbarea_vulgaris,8,en,
1907,"Symphotrichum pilosum, field aster",http://uswildflowers.com/detail.php?SName=Symphyotrichum%20pilosum,5,en,
1908,"Aesculus hippocastanum, Horse-chesnut",http://en.wikipedia.org/wiki/Aesculus_hippocastanum,10,en,
1910,Juniperus chinensis,http://en.wikipedia.org/wiki/Juniperus_chinensis,6,en,
1911,Pittosporum,http://en.wikipedia.org/wiki/Pittosporum,4,en,
1912,"Pyrus calleryana 'Bradford', Flowering Pear, Callery Pear",http://en.wikipedia.org/wiki/Bradford_pear,1,en,
1913,Anacampseros,http://en.wikipedia.org/wiki/Anacampseros,4,en,
1914,Cannabis sativa,http://en.wikipedia.org/wiki/Cannabis_sativa,28,en,
1915,"Tulipa gesnerana, Tulipán zahradní",http://botany.cz/cs/tulipa-gesnerana/,1,cs,
1916,"Astrantia major, Great masterwort",http://en.wikipedia.org/wiki/Astrantia_major,18,en,
1917,"Scindapsus pictus, satin pothos",http://en.wikipedia.org/wiki/Scindapsus_pictus,5,en,
1919,Pyracantha coccinea,http://en.wikipedia.org/wiki/Pyracantha_coccinea,20,en,
1920,Arenaria montana,http://en.wikipedia.org/wiki/Arenaria_montana,1,en,
1921,Populus tremuloides,http://en.wikipedia.org/wiki/Populus_tremuloides,6,en,
1922,"Acalypha pendula, Dwarf Chenille, Firetail ",http://davesgarden.com/guides/pf/go/3308/,4,en,
1923,Carpobrotus acinaciformis,http://en.wikipedia.org/wiki/Carpobrotus_acinaciformis,2,en,
1924,"Leucojum aestivum, summer snowflake",http://en.wikipedia.org/wiki/Leucojum_aestivum,3,en,
1925,"Potentilla glandulosa, Sticky Cinquefoil",http://en.wikipedia.org/wiki/Potentilla_glandulosa,1,en,
1926,Antennaria,http://en.wikipedia.org/wiki/Antennaria,3,en,
1927,Duchesnea indica,http://en.wikibooks.org/wiki/Horticulture/Duchesnea_indica,35,en,
1928,Ficus pumila,http://up-your-toot.blogspot.com/2013/11/ficus-pumila-wonder-creeper-or-creeping-horror.html,8,en,
1929,"Duranta erecta 'Gold Mound', Golden Dew Drop, Sky Flower, Pigeon Berry",http://davesgarden.com/guides/pf/go/99944/,4,en,
1930,Valerianella,http://en.wikipedia.org/wiki/Valerianella,4,en,
1931,"Aptenia cordifolia, Heartleaf iceplant",http://en.wikipedia.org/wiki/Aptenia_cordifolia,30,en,
1933,"Balsamorhiza sagittata, Oregon Sunflower",http://www.wildflower.org/plants/result.php?id_plant=BASA3,1,en,
1934,"Tussilago farfara, coltsfoot",http://en.wikipedia.org/wiki/Tussilago,17,en,
1935,Pericallis x hybrida,http://senetti.com/gardeners/magenta/,3,en,
1936,"Trillium cuneatum, Wake Robin",http://davesgarden.com/guides/pf/go/793/,1,en,
1937,"Berberis thunbergii, Japanese barberry",http://en.wikipedia.org/wiki/Berberis_thunbergii,21,en,
1938,"Trillium flexipes, nodding wakerobin ",http://www.fs.fed.us/wildflowers/plant-of-the-week/trillium_flexipes.shtml,1,en,
1940,"Chaenostoma cordatum, Bacopa",http://en.wikipedia.org/wiki/Sutera_cordata,4,en,
1941,"Galium odoratum, Sweetscented Bedstraw",http://en.wikipedia.org/wiki/Galium_odoratum,8,en,
1942,"Cycas revoluta, Sago Palm ",http://davesgarden.com/guides/pf/go/140226/,16,en,
1944,"Viburnum plicatum, Japanese snowball",http://en.wikipedia.org/wiki/Viburnum_plicatum,6,en,
1945,"Aegopodium podagraria, Ground elder",http://en.wikipedia.org/wiki/Aegopodium_podagraria,28,en,
1946,Cruciata laevipes,http://en.wikipedia.org/wiki/Cruciata_laevipes,3,en,
1947,Ipheion uniflorum,http://en.wikipedia.org/wiki/Ipheion_uniflorum,6,en,
1948,"Vitis, grapevine",http://en.wikipedia.org/wiki/Vitis,79,en,
1949,"Matthiola arborescens 'Alba', White Tree Stock",http://davesgarden.com/guides/pf/go/164739/,1,en,
1950,"Abutilon pictum 'Gold Dust', Flowering maple ",http://davesgarden.com/guides/pf/go/76262/,2,en,
1952,"Epimedium x versicolor, barrenwort",http://davesgarden.com/guides/pf/go/98981/,2,en,
1953,"Epimedium fargesii, bishop's hat",http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=290688&isprofile=0&basic=epimedium,1,en,
1954,"Silene nutans, silenka nicí",http://botany.cz/cs/silene-nutans/,1,cs,
1955,Santolina,http://en.wikipedia.org/wiki/Santolina,5,en,
1956,Weigela,http://en.wikipedia.org/wiki/Weigela,38,en,
1957,Silene vulgaris,http://en.wikipedia.org/wiki/Silene_vulgaris,7,en,
1958,Alstroemeria aurea,http://www.pfaf.org/user/Plant.aspx?LatinName=Alstroemeria+aurea,7,en,
1960,Viola x wittrockiana,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=a616,3,en,
1961,"Clematis terniflora, Sweet autumn clematis",http://davesgarden.com/guides/pf/go/683/,15,en,
1962,"Anigozanthos flavidus, Kangaroo Paw",http://davesgarden.com/guides/pf/go/2032/,2,en,
1963,Bromelia balansae,http://davesgarden.com/guides/pf/go/68489/,1,en,
1964,Opuntia microdasys,http://davesgarden.com/guides/pf/go/54959/,10,en,
1965,Jatropha gossypifolia,http://davesgarden.com/guides/pf/go/32205/,13,en,
1966,"Carissa macrocarpa, Natal Plum",http://davesgarden.com/guides/pf/go/37046/,21,en,
1967,"Hydrophyllum, Waterleaf",http://en.wikipedia.org/wiki/Hydrophyllum,5,en,
1968,"Geranium sanguineum, bloody cranesbill",http://davesgarden.com/guides/pf/go/199/,8,en,
1969,"Lewisia cotyledon, Evergreen lewisia",http://en.wikipedia.org/wiki/Lewisia_cotyledon,3,en,
1970,"Gaura lindheimeri 'Siskiyou Pink', Appleblossom Grass",http://davesgarden.com/guides/pf/go/37057/,10,en,
1971,"Lysimachia nummularia 'Aurea', golden creeping jenny",http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=t120,6,en,
1972,Tulipa tarda,http://en.wikipedia.org/wiki/Tulipa_tarda,3,en,
1974,Itea virginica,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=k720,2,en,
1975,"Polystichum polyblepharum, Tassel Fern",http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c813,1,en,
1976,"Pulmonaria saccharata, lungwort",http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=i740,1,en,
1977,"Viola alba subsp. alba, Violka bílá pravá",http://www.biolib.cz/cz/taxon/id506935/,1,cz,
1978,"Athyrium niponicum, Japanese Painted Fern",http://en.wikipedia.org/wiki/Athyrium_niponicum,3,en,
1979,Fargesia,http://www.mibamboo.com/plants.htm,1,en,
1980,"Tecoma stans, yellow bells 'Tangerine'",http://davesgarden.com/guides/pf/go/135927/,2,en,
1981,"Celtis, Hackberry",http://en.wikipedia.org/wiki/Celtis,19,en,
1982,"Wisteria frutescens, American Wisteria",http://en.wikipedia.org/wiki/Wisteria_frutescens,3,en,
1983,Fagus sylvatica,http://en.wikipedia.org/wiki/Fagus_sylvatica,10,en,
1984,Brunfelsia latifolia,http://davesgarden.com/guides/pf/go/56222/,5,en,
1985,"Calathea makoyana, Peacock plant",http://davesgarden.com/guides/pf/go/69483/,4,en,
1986,Asclepias curassavica 'Silky Yellow',http://www.monrovia.com/plant-catalog/plants/2846/silky-gold-milkweed/,2,en,
1987,Packera,http://en.wikipedia.org/wiki/Packera,3,en,
1988,Cistus x corbariensis,http://davesgarden.com/guides/pf/go/69102/,1,en,
1990,"Toxicodendron diversilobum, Pacific poison oak, western poison oak",http://en.wikipedia.org/wiki/Toxicodendron_diversilobum,5,en,
1991,Brachyscome multifida,http://en.hortipedia.com/wiki/Brachyscome_multifida,1,en,
1992,Epimedium x rubrum,http://en.wikipedia.org/wiki/Epimedium_×_rubrum,1,en,
1993,"Polygonum pensylvanicum, smartweed",https://plants.usda.gov/core/profile?symbol=POPE2,6,en,
1994,"Clematis vitalba, Old man's beard",http://en.wikipedia.org/wiki/Clematis_vitalba,11,en,
1995,Crassula tetragona,http://davesgarden.com/guides/pf/go/58045/,1,en,
1996,"Grevillea robusta, Silver Oak",http://davesgarden.com/guides/pf/go/31759/,6,en,
1997,"Trachelospermum jasminoides, Star Jasmine",http://davesgarden.com/guides/pf/go/55230/,22,en,
1998,Syngonium podophyllum 'Neon',http://davesgarden.com/guides/pf/go/54988/,12,en,
1999,"Cistus, Cist",http://www.biolib.cz/cz/taxon/id60960/,1,cs,
2000,"Ledebouria socialis, Silver Squill",http://davesgarden.com/guides/pf/go/2117/,10,en,
2001,Metasequoia glyptostroboides,http://en.wikipedia.org/wiki/Metasequoia_glyptostroboides,6,en,
2002,"Carya, hickory",http://en.wikipedia.org/wiki/Hickory,21,en,
2003,or similarDigitaria serotina,http://commodities.caes.uga.edu/turfgrass/georgiaturf/WeedMngt/grsweedpages/digse.html,1,en,
2004,"Nepeta cataria, Catnip",http://en.wikipedia.org/wiki/Nepeta_cataria,21,en,
2005,"Maranta leuconeura var. erythroneura, Prayer Plant",http://davesgarden.com/guides/pf/go/54735/,47,en,
2006,"Taraxacum, pampeliška smetánka",http://cs.wikipedia.org/wiki/Pampeli%C5%A1ka,3,cs,
2007,"Dentaria glandulosa, kyčelnice žláznatá",http://botany.cz/cs/dentaria-glandulosa/,1,cs,
2008,"Artemisia vulgaris, Mugwort, common wormwood",http://en.wikipedia.org/wiki/Artemisia_vulgaris,39,en,
2009,Parietaria,http://en.wikipedia.org/wiki/Parietaria,3,en,
2010,Isopyrum thalictroides,http://en.wikipedia.org/wiki/Isopyrum,1,en,
2011,Bletilla striata,http://en.wikipedia.org/wiki/Bletilla_striata,4,en,
2012,"Ficus maclellandii, Alii Fig",http://en.wikipedia.org/wiki/Ficus_maclellandii,13,en,
2013,Picea glauca 'conica',http://davesgarden.com/guides/pf/go/55072/#b,9,en,
2014,Prunus padus,http://en.wikipedia.org/wiki/Prunus_padus,4,en,
2015,Verbena tenuisecta,http://plants.ces.ncsu.edu/plants/all/verbena-tenuisecta/,4,en,
2016,"Acer negundo, Javor jasanolistý",http://cs.wikipedia.org/wiki/Javor_jasanolist%C3%BD,2,cs,
2017,"Molinia, Moor grass",http://en.wikipedia.org/wiki/Molinia,2,en,
2018,Sedum rubrotinctum,http://davesgarden.com/guides/pf/go/2251/,9,en,
2019,"Ambrosia artemisiifolia, Common Ragweed",http://davesgarden.com/guides/pf/go/32136/,50,en,
2020,Chaerophyllum temulum,http://en.wikipedia.org/wiki/Chaerophyllum_temulum,1,en,
2021,Petasites,http://en.wikipedia.org/wiki/Petasites,4,en,
2022,Aeonium canariense,http://en.wikipedia.org/wiki/Aeonium_canariense,2,en,
2023,"Amelanchier, serviceberry",http://en.wikipedia.org/wiki/Amelanchier,5,en,
2024,"Geum coccineum, Kuklík šarlatový",http://botany.cz/cs/geum-coccineum/,1,cs,
2025,"Arabis hirsuta, Hairy Rockcress",http://en.wikipedia.org/wiki/Arabis_hirsuta,1,en,
2026,"Durio, Durian",http://cs.wikipedia.org/wiki/Durian,1,cs,
2027,Aloe aristata,http://davesgarden.com/guides/pf/go/61363/#b,4,en,
2028,"Cornus nuttallii, dogwood",http://en.wikipedia.org/wiki/Cornus_nuttallii,2,en,
2029,"Fagus grandifolia, American Beech ",http://en.wikipedia.org/wiki/Fagus_grandifolia,7,en,
2030,"Stellaria holostea, Ptačinec velkokvětý",http://cs.wikipedia.org/wiki/Stellaria_holostea,2,cs,
2031,Lithospermum purpurocaeruleum,http://en.wikipedia.org/wiki/Lithospermum_purpurocaeruleum,1,en,
2032,Cotyledon ladismithiensis,http://davesgarden.com/guides/pf/go/63734/,1,en,
2034,"Ribes, Currant",http://en.wikipedia.org/wiki/Ribes,16,en,
2035,Anagallis foemina,http://en.wikipedia.org/wiki/Anagallis_foemina,1,en,
2036,Matteucia struthiopteris,http://en.wikipedia.org/wiki/Matteucia,3,en,
2037,"Nandina, Heavenly bamboo",http://en.wikipedia.org/wiki/Heavenly_bamboo,13,en,
2039,Mammilaria elongata,http://en.wikipedia.org/wiki/Mammillaria_elongata,2,en,
2040,Polyscias crispatum,http://www.angelplants.com/index.cfm?fuseaction=plants.plantDetail&plant_id=65,1,en,
2041,"Pyrus calleryana 'Bradford', Flowering Pear, Callery Pear ",http://davesgarden.com/guides/pf/go/53445/,3,en,
2042,"Amelanchier, Muchovník",http://cs.wikipedia.org/wiki/Muchovn%C3%ADk,1,cs,
2043,"Luzula luzuloides, Bika bělavá ",http://botany.cz/cs/luzula-luzuloides/,1,cs,
2044,Campanula 'Marion Fischer',http://www.paletegarden.cz/trvalky-a-skalnicky/skalnicky-_b_/campanula-marion-fischer/,1,en,
2045,"Robinia pseudacacia, Trnovník akát",http://cs.wikipedia.org/wiki/Trnovn%C3%ADk_ak%C3%A1t,1,cs,
2046,Aechmea blanchetiana,http://davesgarden.com/guides/pf/go/74038/,1,en,
2047,Sedum,http://en.wikipedia.org/wiki/Sedum,27,en,
2048,Haworthia attenuata 'big Band',http://davesgarden.com/guides/pf/go/173316/,8,en,
2049,"Kalanchoe daigremontiana, Mother of Thousands",http://davesgarden.com/guides/pf/go/141595/,69,en,
2050,"Calibrachoa parviflora, Seaside petunia",http://en.wikipedia.org/wiki/Petunia_parviflora,36,en,
2051,"Portulaca grandiflora, Moss Rose, Rose Moss ",http://davesgarden.com/guides/pf/go/202472/,42,en,
2052,Draba,http://en.wikipedia.org/wiki/Draba,2,en,
2053,Salix x erythroflexuosa,http://www.plantify.co.uk/Salix-Erythroflexuosa/plant-5997,2,en,
2054,"Spiraea japonica, Japanese Spirea",http://davesgarden.com/guides/pf/go/80603/,40,en,
2055,Eleagnus umbellata,http://en.wikipedia.org/wiki/Elaeagnus_umbellata,9,en,
2056,"Geranium rotundifolium, Kakost okrouhlolistý",http://www.biolib.cz/cz/taxon/id40184/,1,cs,
2057,"Raphanus raphanistrum, Wild radish",http://en.wikipedia.org/wiki/Raphanus_raphanistrum,5,en,
2058,"Globularia bisnagarica, Koulenka prodloužená",http://www.botanickafotogalerie.cz/fotogalerie.php?lng=cz&latName=Globularia%20bisnagarica&title=Globularia%20bisnagarica%20|%20koulenka%20prodlou%C5%BEen%C3%A1&showPhoto_variant=photo_description&show_sp_descr=true&spec_syntax=species&sortby=lat,1,cs,
2059,Valeriana officinalis,http://en.wikipedia.org/wiki/Valeriana_officinalis,6,en,
2060,Taraxacum sect. Ruderalia,http://de.wikipedia.org/wiki/Gew%C3%B6hnlicher_L%C3%B6wenzahn,1,en,
2061,"Romneya coulteri, Coulter's Matilija Poppy",http://davesgarden.com/guides/pf/go/2504/,5,en,
2062,"Cytisus scoparius, Common broom",http://en.wikipedia.org/wiki/Cytisus_scoparius,8,en,
2063,"Impatiens sodenii, Poor Man's Rhododendron",http://www.smgrowers.com/products/plants/plantdisplay.asp?plant_id=1707,2,en,
2064,"Acer negundo, Boxelder maple",http://en.wikipedia.org/wiki/Acer_negundo,40,en,
2065,Erythronium,http://en.wikipedia.org/wiki/Erythronium,4,en,
2066,Lysimachia,http://en.wikipedia.org/wiki/Lysimachia,3,en,
2067,"Smilax aspera, Rough bindweed",http://en.wikipedia.org/wiki/Smilax_aspera,3,en,
2068,Gymnocalycium mihanovichii,http://en.wikipedia.org/wiki/Gymnocalycium_mihanovichii,1,en,
2069,Dactylorhiza majalis ,http://en.wikipedia.org/wiki/Dactylorhiza_majalis,1,en,
2070,Anemone,http://en.wikipedia.org/wiki/Anemone,5,en,
2071,Tremella foliacea,http://en.wikipedia.org/wiki/Tremella_foliacea,1,en,
2072,Phormium 'Maori Queen',http://davesgarden.com/guides/pf/go/93799/,1,en,
2073,X Gasterhaworthia 'Royal Highness',http://davesgarden.com/guides/pf/go/173367/,1,en,
2074,Drosanthemum hispidum,http://en.wikipedia.org/wiki/Drosanthemum,1,en,
2075,Cynara cardunculus,http://en.wikipedia.org/wiki/Cardoon,9,en,
2076,"Medicago lupulina, Black hay",http://en.wikipedia.org/wiki/Medicago_lupulina,6,en,
2078,Castilleja coccinea,http://en.wikipedia.org/wiki/Castilleja_coccinea,3,en,
2079,"Stanleya pinnata, prince's plume",http://en.wikipedia.org/wiki/Stanleya_%28plant%29,1,en,
2081,Lamium album,http://en.wikipedia.org/wiki/Lamium_album,4,en,
2082,Penstemon eatonii,http://www.studiogblog.com/plants/50-natives-utah-penstemon-eatonii-firecracker-penstemon-inspired-by-dooce/,1,en,
2083,Lilium bulbiferum,http://en.wikipedia.org/wiki/Lilium_bulbiferum,2,en,
2084,Lilium longiflorum,http://en.wikipedia.org/wiki/Lilium_longiflorum,13,en,
2085,"Hibiscus rosa-sinensis, Ibyšek čínský",http://botany.cz/cs/hibiscus-rosa-sinensis/,3,cs,
2086,"Viburnum rhytidophyllum, Wrinkled viburnum",http://apps.rhs.org.uk/plantselector/plant?plantid=2012,7,en,
2087,Cotinus coggygria 'Golden Spirit',http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b482,1,en,
2088,"Cymopterus, Springparsley",http://en.wikipedia.org/wiki/Cymopterus,1,en,
2089,Crataegus monogyna 'Crimson Cloud' ,http://en.wikipedia.org/wiki/Crataegus_monogyna,1,en,
2090,"Ambrosia trifida, giant ragweed",http://en.wikipedia.org/wiki/Ambrosia_trifida,42,en,
2091,Spiraea,http://en.wikipedia.org/wiki/Spiraea,8,en,
2093,Fremontodendron 'California Glory',http://davesgarden.com/guides/pf/go/79803/,1,en,
2094,Jasminum sambac,http://en.wikipedia.org/wiki/Jasminum_sambac,5,en,
2095,"Sedum sarmentosum, stringy stonecrop",http://davesgarden.com/guides/pf/go/1893/,14,en,
2096,Spiraea cantoniensis 'Lanceata',http://www.greenleafnursery.com/index.cfm/fuseaction/plants.plantDetail/plant_ID/3996/,3,en,
2097,Bignonia capreolata,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=w830,7,en,
2098,Euphorbia epithymoides,http://en.wikipedia.org/wiki/Euphorbia_epithymoides,6,en,
2099,"Bromus hordeaceus, Soft brome",http://en.wikipedia.org/wiki/Bromus_hordeaceus,2,en,
2100,"Anigozanthos 'Bush Nugget', Kangaroo Paw",http://davesgarden.com/guides/pf/go/58211/,1,en,
2101,"Myosotis, Pomněnka",http://www.profizahrada.cz/a/cz/4869-myosotis-pomnenka/,1,cs,
2102,"Eriobotrya japonica, Loquat",http://davesgarden.com/guides/pf/go/2321/,1,en,
2103,"Aucuba japonica 'Variegata', Gold Dust Plant, Japanese Laurel",http://davesgarden.com/guides/pf/go/130/,5,en,
2105,Ipomoea coccinea,http://www.floridata.com/ref/i/ipomoea_coccinea.cfm,2,en,
2106,"Fraxinus texensis, Texas ash",http://en.wikipedia.org/wiki/Fraxinus_texensis,4,en,
2107,"Pieris, Andromeda, Fetterbush",http://en.wikipedia.org/wiki/Pieris_%28plant%29,3,en,
2108,"Alliaria petiolata, Česnáček lékařský",http://cs.wikipedia.org/wiki/%C4%8Cesn%C3%A1%C4%8Dek_l%C3%A9ka%C5%99sk%C3%BD,2,cs,
2109,Orchis mascula subsp. speciosa,http://en.wikipedia.org/wiki/Orchis_mascula,1,en,
2110,"Ranunculus californicus, California buttercup",http://en.wikipedia.org/wiki/California_buttercup,1,en,
2111,Aralia spinosa,http://en.wikipedia.org/wiki/Aralia_spinosa,3,en,
2112,"Cardamine amara, Řeřišnice hořká",http://botany.cz/cs/cardamine-amara/,1,cs,
2113,"Rosa, Růže",http://cs.wikipedia.org/wiki/R%C5%AF%C5%BEe,6,cs,
2114,Amsonia tabernaemontana,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=j320,1,en,
2116,"Sherardia arvensis, Field madder",http://en.wikipedia.org/wiki/Sherardia,5,en,
2117,"Capparis moonii, Large Caper",http://www.flowersofindia.net/catalog/slides/Large%20Caper.html,1,en,
2118,"Aquilegia chrysantha, golden columbine",http://en.wikipedia.org/wiki/Aquilegia_chrysantha,3,en,
2119,"Ocimum basilicum, bazalka vonná",http://botany.cz/cs/ocimum-basilicum/,6,cs,
2120,Lotus berthelotii,http://en.wikipedia.org/wiki/Lotus_berthelotii,6,en,
2121,Dianthus gratianopolitanus,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=s740,3,en,
2122,Plumeria pudica,http://davesgarden.com/guides/pf/go/93637/,15,en,
2124,Polystichum acrostichoides,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=a710,5,en,
2126,"Ravenea rivularis, Majesty Palm",http://davesgarden.com/guides/pf/go/56987/,16,en,
2127,Inonotus dryophilus,http://en.wikipedia.org/wiki/Inonotus_dryophilus,1,en,
2128,"Indigofera kirilowii, Chinese Indigo",http://davesgarden.com/guides/pf/go/80066/,2,en,
